id,driver_id,city_id,timestamp,status
dcca6a94-7ecf-4935-a99c-3e0b3c8329f1,15,4,2019-10-30 06:07:16.689075-05,cancelled_driver
12866bc6-adca-4b7f-91ab-226ccf35fac5,5,2,2020-07-17 16:05:08.327475-05,cancelled_driver
e49315f1-c7e6-4205-ae62-0215f88ba4f6,19,5,2020-06-29 22:01:25.674675-05,delivered
6d02a6e6-9046-4a7a-b76f-ba3cc9784096,2,2,2019-12-15 09:10:31.261875-05,delivered
0fe0a87f-b13e-48f8-9787-a334678caacf,17,3,2020-02-26 08:15:24.474675-05,delivered
33095b7a-4737-4670-99e5-ae941ec7d1ef,14,3,2020-07-20 03:54:20.068275-05,cancelled_rider
37b56fdb-8469-4f6e-838c-8fc67bb32a23,3,4,2020-04-02 09:26:35.658675-05,cancelled_driver
88b818d1-ffa6-4d62-abcb-3f0cf7f5382e,10,2,2020-05-17 01:52:35.207475-05,delivered
9b1f80bc-0ec5-42eb-a676-d980adeecda8,2,5,2020-05-10 05:07:04.305075-05,delivered
38b34182-4aa6-46bd-98dd-a5eab6972257,2,2,2019-12-26 17:02:57.719475-05,delivered
918e5f4d-77a1-47ae-9d72-fc4f96db5137,5,4,2020-04-08 14:07:26.250675-05,delivered
19fa5e55-030d-414b-b892-bc44784d961a,20,5,2019-11-04 02:08:37.357875-05,delivered
374bc02d-be09-4900-ae80-522921a917f3,10,1,2020-03-10 06:08:42.829875-05,cancelled_driver
3b9c7ad2-aa26-4703-8b59-56e58f684968,15,2,2019-08-30 02:06:21.277875-05,delivered
d0a7b23c-5dc4-49e2-b930-115c1d7b469a,4,2,2020-05-02 16:45:28.823475-05,cancelled_driver
dd28ef3a-8120-4340-8aaa-4a5ab5cd1882,9,3,2019-09-23 09:59:42.772275-05,cancelled_rider
eb3c1c2a-faf3-4385-9f60-54cf7bd56334,7,1,2019-10-25 05:56:05.101875-05,delivered
087344ee-7b2d-4ef4-9257-76ae46a87304,5,2,2020-02-22 15:18:30.954675-05,delivered
e7876376-064b-4c69-aa9b-2258e526219f,19,4,2019-11-08 09:35:32.202675-05,delivered
9afd9c49-e6d0-4d4a-92a8-4e24fe1e5376,12,3,2019-10-11 03:22:59.313075-05,cancelled_driver
8bf9cd41-5ef8-4203-b212-405085ec104e,11,2,2020-05-01 07:04:44.394675-05,delivered
370f8ef5-302f-4255-813a-17b302644d43,11,1,2020-06-18 15:34:21.959475-05,delivered
8d3b2059-1947-4aca-b221-f00062ed9c9e,7,2,2020-03-28 20:43:53.380275-05,cancelled_rider
2301e567-bbfb-4802-a2b9-02321b03d2ca,14,2,2020-05-01 20:13:01.482675-05,cancelled_driver
9249eff9-83af-4d71-8550-c29fa33156d7,4,5,2020-02-28 11:44:54.205875-05,delivered
78d9c2e4-b769-41fd-8e14-b32ddb93473f,6,4,2019-09-21 03:48:44.317875-05,delivered
265c703d-e244-4d73-b283-4dc50c89cb28,11,3,2020-05-23 06:26:30.820275-05,delivered
705e7201-3f25-4bab-9a77-b23f918afdbb,19,5,2020-05-27 10:06:58.746675-05,delivered
ad718b3e-11a2-4b87-9c5d-d6cffa0580d8,3,3,2019-10-17 20:04:33.105075-05,delivered
f432c853-c9aa-4ea5-afe1-7f1dc1888969,10,4,2020-04-08 16:11:06.023475-05,cancelled_rider
acc52d0f-9305-4109-850e-bc32881c5d02,4,3,2019-12-30 23:00:12.004275-05,cancelled_driver
23c7887b-31d2-4027-80ae-f063a2d7135a,15,4,2019-09-03 13:04:20.116275-05,cancelled_driver
82092fc5-c523-4c9f-82e6-77fb65a41132,15,2,2020-03-27 12:10:10.698675-05,cancelled_driver
82913a79-c382-4a28-b344-294a6ec21eba,3,2,2020-04-22 22:13:53.898675-05,delivered
efe8defc-743c-4ab5-a2cc-9104c6a59086,14,3,2019-11-20 10:07:08.077875-05,cancelled_rider
5feee1cd-461d-40cd-8462-791a13230568,8,4,2020-06-02 14:20:04.151475-05,cancelled_rider
3abf9505-d076-40c8-aff3-9c46a41fe340,5,5,2020-07-07 09:18:53.073075-05,delivered
6a369fbd-3376-4fe5-a5ca-b0677ed847e8,15,2,2020-01-19 23:27:18.829875-05,cancelled_rider
83144243-0b88-4f7b-8054-38a21f523714,19,1,2019-10-11 01:30:47.370675-05,cancelled_driver
01bf7f4b-6266-4dea-a05e-480d1bfbf4eb,17,4,2019-12-20 12:04:21.815475-05,cancelled_rider
97896e9f-3c02-4143-8fc2-5cd8f1091c47,19,5,2019-12-10 22:05:22.669875-05,cancelled_rider
b7739bd2-1eb3-4860-9de5-6e3344fc19f9,2,4,2019-12-12 16:10:52.113075-05,delivered
206e2ad5-35b7-4ae1-8b79-6e0b54c3e7ff,6,2,2020-02-27 12:40:05.831475-05,cancelled_driver
e9d345e0-5e2e-4acc-9e48-577e41942a86,3,3,2020-06-28 09:52:31.809075-05,cancelled_rider
1fb0882e-b5b2-4781-8cfc-47cfd75f2551,9,1,2019-07-25 12:18:24.388275-05,delivered
7408e360-0c4a-417d-a4e3-303687666822,9,3,2020-06-20 14:02:26.356275-05,delivered
206c105c-d982-4604-a399-cca3535c35ae,12,4,2020-07-12 05:41:45.421875-05,delivered
df82e16f-d72c-48f5-b32f-ea0ae631b6f0,11,3,2019-07-24 03:28:51.738675-05,delivered
17473297-e57a-45fe-b263-a3df55db1007,11,3,2020-01-26 01:21:33.114675-05,delivered
31ecc377-2ff8-4394-975c-5352f69e7643,10,1,2020-03-24 16:22:35.581875-05,cancelled_rider
6cbad448-7ab1-49f5-92d4-a73d84bf5562,8,4,2020-03-11 22:54:36.858675-05,cancelled_driver
5977deeb-a990-4bfa-b118-8f902dc490da,6,3,2019-10-12 14:52:18.129075-05,delivered
89646d4e-5133-42d4-8316-819fc157a7dc,11,4,2019-09-10 17:27:47.082675-05,cancelled_rider
17e7576e-9f67-4b44-8d82-a614354ebcbd,6,5,2020-03-30 20:18:08.807475-05,cancelled_driver
2ce67bfa-9c83-4f42-b62a-67b131650a83,16,2,2020-04-29 13:35:27.220275-05,cancelled_driver
f90da646-92f5-4a34-811a-cd966d0f4d81,19,2,2019-09-30 11:16:20.202675-05,delivered
f2ff656a-cf92-4013-a365-70de768e55b6,17,2,2020-07-06 08:32:37.732275-05,delivered
daa3a9e9-f104-489e-8724-6c831eb1ddc2,9,2,2020-07-08 23:57:05.063475-05,delivered
bd3ce880-f538-4eb0-9ae8-04feb53188d1,3,3,2020-04-22 04:55:05.370675-05,cancelled_driver
ba8340df-054b-48e1-a287-7de52cff7587,17,1,2020-07-07 20:00:13.732275-05,delivered
af39ee48-d353-45e3-a989-251e69cc97ef,16,5,2020-04-02 20:49:10.381875-05,delivered
1839c394-abf5-4f8f-b8d9-313dc9ccb36f,17,3,2019-09-06 23:36:00.599475-05,delivered
f6752dd1-694a-461d-9e68-e5435affa261,19,1,2020-07-19 09:45:18.513075-05,cancelled_rider
3e9316d2-e951-4344-bd3e-2d0ce510021b,7,4,2020-03-11 13:11:45.162675-05,cancelled_driver
df43388c-388a-4663-b213-61fa41f9f6f5,3,3,2020-02-08 01:58:13.031475-05,delivered
e9236cca-37c4-49dc-ad0a-f72651853191,16,3,2020-04-10 02:22:23.514675-05,cancelled_rider
4dd46267-c88a-4e32-9484-f0821ac789d2,18,3,2020-05-03 03:10:05.946675-05,cancelled_driver
5387017b-5800-460d-9d0b-16be7d4450f9,11,2,2020-07-04 04:35:03.460275-05,cancelled_driver
7e3387f5-2c8b-4b63-b7f0-c5cf4243d193,4,2,2020-02-29 00:29:19.041075-05,delivered
dfecd0ac-ca5e-487f-bc89-2289c049868a,19,2,2019-11-19 14:10:04.967475-05,delivered
76c6d195-674f-4223-9632-d991873cb409,8,4,2019-10-01 13:03:50.221875-05,cancelled_driver
a97bfcf6-c569-4544-8bcd-5715c2a712f4,10,2,2019-09-16 04:58:42.925875-05,cancelled_rider
cd341a86-d51b-4684-8ebe-bc2356bc5778,12,2,2020-06-10 06:58:13.607475-05,cancelled_rider
9530b760-1215-4583-bc17-26019872ad23,16,3,2020-05-06 11:48:54.311475-05,delivered
556c0035-e004-42ee-91f7-0879fe9a5d60,19,3,2020-03-06 02:36:53.389875-05,cancelled_rider
ff6d0c32-e9c0-466d-a0cb-e8912e1c2192,14,3,2019-09-26 06:17:45.421875-05,delivered
60fed4eb-736e-40b5-b48c-2313f6d87f01,16,2,2019-09-16 20:56:03.978675-05,cancelled_driver
cd95306c-666d-4b6d-a2d7-579032e5ba2f,10,3,2019-11-29 01:18:18.973875-05,cancelled_driver
b813373c-8de2-472c-ae7e-f33ccab81a45,5,3,2020-01-07 00:13:34.429875-05,cancelled_driver
09ef5753-8e48-4dc8-b068-eaefab3e1c04,13,3,2020-04-05 23:06:57.479475-05,cancelled_rider
c2fc2a28-d121-40be-93a4-e1eec52b9821,14,3,2020-01-10 23:49:06.234675-05,delivered
175b2fd1-7504-415b-8d1a-dd8fc49eee57,16,4,2020-05-26 15:12:29.975475-05,delivered
9881d710-1fd6-4001-b54e-cb56b53b4163,4,3,2020-05-06 12:18:41.063475-05,cancelled_driver
6c26927f-1616-4237-91b8-a97c0cc6c5e6,19,1,2019-11-15 04:05:49.885875-05,cancelled_driver
905b79df-0050-41c9-9755-05676baf720e,6,3,2020-02-03 21:17:03.517875-05,cancelled_driver
9cd707ba-0c0c-46ec-92b1-96bb8a9bc682,2,1,2019-12-27 12:56:55.329075-05,cancelled_driver
ff2690ba-3f44-4393-b6a6-15a12cf44ecd,12,1,2019-08-15 15:39:58.401075-05,delivered
901f07c4-03dd-4e9d-b142-1180250b3913,10,2,2020-03-09 06:44:47.841075-05,delivered
df388e79-10e5-4399-a81a-f78c9c55b670,13,5,2019-11-20 12:05:16.333875-05,delivered
f81a30e4-9ea5-4c78-8fc9-9fa6e7c2e59c,13,4,2020-05-21 04:53:38.020275-05,delivered
e3e96687-8ba0-4dc5-8621-2a6e0666b989,8,3,2019-11-29 22:07:04.708275-05,cancelled_driver
0ceda4c8-1d31-4be0-8554-d5102e7cd187,9,2,2020-07-06 16:17:49.857075-05,delivered
58af59e0-38f5-4632-a969-250879f7c6f1,17,3,2020-03-09 06:00:00.369075-05,cancelled_rider
a55c4c9e-8b56-4d53-9e74-44f74a26ab17,13,5,2020-05-27 23:04:14.961075-05,cancelled_driver
74095993-5530-492b-a282-92e4b70d8f2d,2,1,2020-03-11 15:14:52.189875-05,delivered
2159c30c-7ec9-48e5-9dec-bd9acc7ec7ab,7,4,2019-10-28 17:34:01.626675-05,cancelled_rider
4a3935f5-dea3-4593-8068-21ddece31594,13,3,2020-03-03 23:13:00.186675-05,cancelled_driver
885f3def-5c3e-49a9-aac3-995df5f673d4,5,3,2020-07-01 04:06:12.781875-05,delivered
eae50202-a88d-41f2-8338-6d549e4a969b,19,4,2019-08-30 12:44:32.893875-05,cancelled_rider
01bbe107-d189-403e-bddc-f0851fd79688,2,5,2019-07-31 06:51:48.177075-05,delivered
050f7fad-c9c6-429d-9bce-05369b132c32,9,2,2019-10-06 07:35:40.439475-05,cancelled_driver
53fb6eef-6874-484c-a33c-eac232122a61,6,5,2020-04-24 16:27:07.828275-05,delivered
8f99c66b-1c17-45b4-9952-36e181520cb2,2,3,2019-09-08 02:58:10.986675-05,delivered
62d8b57e-e786-4ad7-ab96-7b5996299176,7,3,2020-04-09 13:50:23.015475-05,delivered
3dd51797-e6c1-4508-8c6f-06a73c522148,1,4,2020-05-04 17:32:31.597875-05,cancelled_driver
a9960c0e-63a4-4b49-bbe1-f223b0e66090,5,2,2019-09-28 01:44:37.847475-05,delivered
c9e5751f-3e10-4bff-adc5-29b84fe6d0c1,19,4,2020-02-02 08:08:30.273075-05,delivered
a62c10e4-adb5-47cf-94e3-015c15347b1e,13,3,2019-09-03 20:31:03.297075-05,cancelled_driver
68043314-6f6a-4828-8c81-9b0d71ddd0b8,16,4,2020-05-29 05:28:10.065075-05,delivered
55ae2c49-5ae5-4e0f-b3dd-573397e24e19,13,3,2020-02-28 12:08:49.741875-05,delivered
2e3d70b2-61f5-4ecb-b20b-d6eeef58ab62,20,2,2019-07-27 19:37:54.618675-05,cancelled_rider
ce2aae60-c124-4036-96e5-f54586194b20,17,2,2020-04-12 06:06:00.916275-05,delivered
4f238f16-9102-4c81-b87f-9e4c9dff9251,19,3,2020-06-13 09:31:07.818675-05,cancelled_driver
3fc1c420-da88-42e2-9364-cc2392d8dbd5,15,5,2020-04-07 14:42:29.399475-05,delivered
6ea3489d-2ded-45f6-9ad8-5e04073c6a7f,13,4,2019-10-31 09:59:21.517875-05,cancelled_driver
26d946ab-afa1-4d16-9998-84c4c5f306a8,5,3,2020-03-10 19:57:08.231475-05,delivered
2f7e6f50-ed35-4a7c-baca-7a8770fdcb59,6,3,2020-06-29 13:56:05.073075-05,cancelled_driver
365567b2-8ef1-47d7-9dc9-e8ce14a6798d,18,3,2020-01-04 14:06:24.215475-05,cancelled_driver
b5bc2d64-d15b-48ba-b2e0-c00feae35e66,15,3,2020-05-05 00:48:40.775475-05,cancelled_driver
67e7702d-46a1-4e17-839b-a351f7640fe7,16,3,2020-02-05 03:13:41.687475-05,cancelled_rider
360984a7-0708-4557-98e4-3b81326fda1f,20,3,2019-09-03 17:57:47.917875-05,cancelled_driver
d5f1c95a-8c65-4f56-af8f-70930de5ce63,10,2,2020-02-04 09:31:38.663475-05,cancelled_driver
0cb21a4a-d9ef-49bd-81a2-2c191d104699,19,2,2020-02-28 07:33:50.279475-05,delivered
8849ba06-2172-45b8-be4a-a91b99d19f4a,16,4,2020-06-05 23:37:48.858675-05,delivered
14a678b3-e70f-4942-adf3-f9ed34973793,6,2,2019-07-29 18:34:09.863475-05,delivered
ac3525bf-299f-4706-9b1e-33aee20cfa9e,13,3,2020-06-29 17:46:35.639475-05,delivered
3767b79a-6946-462c-9b39-83543cd072a4,2,2,2019-08-08 22:13:41.802675-05,delivered
ee85444c-de3a-4249-9f6b-7df227e9176a,15,3,2019-12-17 15:53:35.313075-05,cancelled_driver
b3895be9-8211-4271-a701-98fd0901ff62,20,3,2020-01-31 20:25:32.125875-05,cancelled_driver
b52a6ba9-2219-4aaa-9331-101f83411611,13,5,2019-12-19 00:30:08.375475-05,delivered
8edfc63f-b2de-47fd-964b-37e0cfb947e0,3,5,2019-11-05 07:57:21.364275-05,cancelled_rider
ced7f1f5-09f9-441a-a3a7-0b0c33b21a12,15,4,2020-07-20 00:39:58.055475-05,cancelled_driver
e1b5181f-6d04-47d2-a432-f6e279aa3e22,1,5,2020-05-16 05:19:55.597875-05,delivered
fbd6e9cb-1c6b-4b0c-821f-c86334c3fe22,11,2,2020-07-10 06:10:25.818675-05,cancelled_rider
fd639c4b-0ecd-4381-8456-da58896d75eb,11,5,2020-02-16 20:28:53.005875-05,cancelled_rider
de2bcd99-7662-4290-9608-8636671363d4,9,1,2020-07-16 11:46:46.785075-05,delivered
0dff9809-f078-4c2c-a5be-25662762524d,11,3,2019-09-15 18:48:20.817075-05,delivered
97d62a45-b01f-404e-86d3-d0b40db3c510,9,3,2019-10-31 03:20:18.436275-05,delivered
bf94e925-3de4-46bb-9ff8-05eaea602aad,9,3,2020-01-30 03:39:05.178675-05,cancelled_rider
710ecd4e-f0a7-46f6-8edc-bfb22ded0eb2,6,3,2020-05-16 16:00:27.700275-05,delivered
0fe41d30-684a-468c-8370-60fa57778e3a,10,2,2019-08-02 13:21:35.879475-05,delivered
2f3b14ce-4c0e-49f6-8d29-b4dbdcbfbcb4,12,1,2020-01-04 10:19:16.602675-05,cancelled_driver
6b6a88fd-9d7c-458e-8b6a-18826f0648f0,20,5,2020-02-28 17:52:16.746675-05,delivered
7f2537cc-753f-4c8d-9733-da67c0b21e43,1,3,2019-10-18 10:23:13.079475-05,delivered
b1917744-b758-47b6-affc-8f2b8a0dd925,18,3,2019-11-27 18:41:50.375475-05,cancelled_rider
e82d0b78-cf13-46a2-85e1-6b55f56566d8,2,3,2019-09-06 04:10:21.527475-05,delivered
d5c5e861-3b2f-4370-a9f9-d094ad0e384e,16,2,2019-12-01 03:21:44.749875-05,delivered
181ba8e9-646a-4b7e-b4ab-9e555b317ecb,17,4,2020-03-01 04:46:21.613875-05,delivered
c88fc0e3-9f58-4674-89d8-8f825e4f75ce,4,2,2020-04-09 23:41:22.612275-05,delivered
4dadde13-3e14-4b90-baa3-be96c46a520f,8,4,2019-08-27 11:50:01.271475-05,cancelled_driver
d2660d8e-22e2-443e-a374-17d108f595b9,16,2,2019-11-01 03:55:37.569075-05,delivered
c580fcc7-79b5-4d2e-b699-5a4181b4f30a,14,3,2020-03-31 13:55:45.114675-05,cancelled_driver
69372107-7bc5-4045-93ac-b4417e74c28a,3,5,2019-08-19 13:45:25.021875-05,cancelled_rider
b765182e-2853-40ad-bc9d-07c904e7a6f7,7,4,2019-12-12 08:24:47.543475-05,delivered
db43c5fc-b79a-46b3-869b-5adf4cca0000,4,2,2020-04-27 04:44:00.090675-05,delivered
dd6e6c84-2905-47f0-ad84-f57db7793c17,2,3,2020-04-05 10:07:12.657075-05,cancelled_driver
9e8b7a39-f7ea-4742-9e5e-4e67839edd3b,20,3,2020-07-08 21:32:39.661875-05,delivered
e7c96f5e-ddee-4e14-8fc3-8bd4b167cb7e,9,5,2019-11-14 15:26:15.527475-05,delivered
d37ca2b3-c2f9-4fd2-a041-702c1539e655,5,3,2020-07-14 09:09:18.945075-05,delivered
a7e3b328-be25-41a3-a465-fb4ad6862faf,18,2,2020-01-07 12:10:53.380275-05,cancelled_driver
e93769be-31a4-4126-b7b9-251debd94969,6,3,2020-06-09 09:43:24.897075-05,cancelled_driver
279ea6d3-3ad5-41da-b139-ca6f6b567030,6,4,2019-10-16 14:53:45.220275-05,cancelled_rider
717e2f4f-fecb-485a-a893-611af36f8852,20,5,2020-02-25 20:02:49.770675-05,delivered
df3bf478-59aa-4b85-b872-f36359616670,13,4,2020-04-05 21:26:38.941875-05,delivered
ef24c1d2-d2f0-4768-8dbe-796d896d2896,6,2,2019-08-10 10:36:33.316275-05,cancelled_rider
bcc6dee8-9a5b-4605-87a5-747d0b53a088,6,4,2019-08-31 08:57:44.289075-05,cancelled_rider
fc852e2f-3d21-4b59-9402-42b52587c594,2,5,2020-02-13 06:25:07.703475-05,cancelled_rider
387f65f7-efed-47d4-bf8f-1222b153c879,6,5,2019-08-23 20:48:22.948275-05,cancelled_driver
00a12a62-7d83-4bd6-8fd2-24ba64700a97,9,1,2020-05-30 23:48:59.149875-05,cancelled_rider
369c682b-5a7a-4daf-ba84-93b1a0b7ee19,15,5,2020-06-11 22:33:30.925875-05,cancelled_rider
57012dba-a22a-4fb9-bc4c-091b6003145d,18,3,2019-10-13 04:10:03.469875-05,cancelled_driver
a2be0686-a6a6-441c-8430-0eb24d968443,5,1,2020-06-04 08:46:51.796275-05,cancelled_rider
f2438424-91ac-45fd-9c3f-b91307eb8131,9,1,2020-05-24 13:04:41.716275-05,delivered
83b3ccce-ec38-4fae-a42d-3c51b75b4c76,15,1,2020-05-24 04:56:47.581875-05,cancelled_rider
071697e4-db39-40fc-a937-d1cc2d93b203,19,3,2019-11-14 10:28:10.554675-05,cancelled_driver
384e8973-8fe7-4e60-8609-e7a972b6ee2f,12,3,2019-10-29 18:48:12.004275-05,delivered
78bd5011-c819-4c3f-b567-879f4027997e,13,4,2019-11-03 03:26:28.660275-05,delivered
064a2398-f8f2-4163-8c64-b0e013210a8b,16,4,2020-06-10 05:34:55.453875-05,delivered
b8d27e11-f3e0-4b13-ad4b-7389a23c8e1e,7,5,2020-05-05 19:40:50.701875-05,cancelled_rider
e875801c-5926-4e0f-b2d2-6effba1edafa,19,2,2020-07-10 22:39:32.941875-05,cancelled_rider
1ed5ae2f-aef7-4338-bffa-c6ac57b8cdb6,9,2,2020-07-17 17:27:31.271475-05,delivered
943f4e4b-53dc-44b0-9fa4-6d31891769f5,6,2,2019-09-03 00:40:06.349875-05,delivered
33b5e9d7-d3c2-43c1-bf0f-42f7ae42b913,16,3,2020-02-21 19:49:35.236275-05,delivered
0084acb7-cdbe-4f95-85d9-6316cf94cf99,4,2,2020-03-07 02:46:14.903475-05,delivered
5d56d17c-1a8e-4050-a105-ee76d1ba2057,1,1,2020-05-15 07:13:22.017075-05,cancelled_driver
d51d1e1c-92d1-4b5f-911e-802ee7a058f9,18,2,2020-01-29 22:47:07.924275-05,cancelled_driver
926a41f1-4c25-4c2e-8158-bb18f78c102d,5,4,2019-10-01 10:43:35.466675-05,delivered
e6936263-8af5-4115-b23b-9b5aaa6d936e,2,4,2020-01-26 02:24:28.449075-05,delivered
d6d6d958-896a-4fcc-827e-89ccc2e2d66d,1,3,2019-12-23 04:35:59.188275-05,delivered
90a2ea83-a5ee-418e-9383-c97b88b580bd,14,3,2020-01-30 17:22:02.346675-05,delivered
bc10c2ee-7aa1-4926-b6b3-92656be4cd41,2,5,2019-10-03 04:18:31.933875-05,delivered
a36d5427-9dec-43d9-a7a0-0ab58579c984,2,2,2020-07-19 03:34:13.146675-05,delivered
641ce21b-afbf-4226-a79b-4e65247c6d3d,6,2,2019-09-17 16:11:06.023475-05,delivered
5e259556-146f-4ffd-86ab-519ece24f409,10,2,2020-02-12 10:51:05.610675-05,delivered
bd1c3a49-0298-4176-9956-45a0918de918,1,2,2019-09-27 16:35:55.213875-05,cancelled_rider
e7292707-d4f3-46e7-8e5b-ab91f77e0aad,3,2,2020-01-24 15:40:31.492275-05,delivered
d03c20b7-05f6-48b1-bf67-782124e05923,16,1,2020-03-05 19:31:04.823475-05,delivered
a776b177-d345-4beb-9eac-7749d82f9c20,11,4,2019-08-17 21:43:03.642675-05,delivered
0138bc03-d71e-46d5-baaa-721cafcc4769,15,4,2019-10-08 13:18:00.052275-05,cancelled_rider
8e34969c-0766-4008-b705-40acfd926aeb,18,4,2019-09-24 03:30:21.767475-05,cancelled_driver
217a313a-dc71-428d-ad4f-349e20184645,20,4,2020-03-15 04:25:55.165875-05,delivered
e285177f-8a0b-4e6a-a304-dd0457b3e3c1,20,4,2020-05-29 09:56:38.567475-05,delivered
347677f1-b7b5-44d3-bf48-39315511454c,2,5,2020-07-03 12:59:37.156275-05,delivered
cc81fba8-36ed-45df-9960-4930f316e768,6,3,2020-04-28 08:26:32.433075-05,delivered
55da41c9-5c44-4c46-bf78-3979384a0b9f,13,3,2020-01-01 06:05:51.930675-05,delivered
0638874a-5a07-48eb-8d61-6879056f5c67,10,3,2019-10-26 04:58:02.749875-05,delivered
6aef9eac-6416-45c1-9eee-8e0ac02f9c41,5,3,2019-07-28 09:21:27.556275-05,delivered
483c4013-7ed6-489c-ae31-9493ce58ba36,7,4,2020-04-10 21:52:35.437875-05,delivered
be4c9db8-7b38-416b-821b-798c1f30fa2e,10,4,2019-10-13 02:35:33.988275-05,delivered
bf9c9e8f-b548-49cc-92ca-05aa3e810fa9,9,5,2020-01-29 23:50:42.225075-05,delivered
6f0e1c2f-e32e-4c38-a3d2-20701ac415c5,18,3,2019-12-20 10:48:33.287475-05,delivered
f6c541a6-4a33-4f6c-8f6d-a05e79e508f4,2,4,2020-04-28 09:34:53.495475-05,delivered
b0abca80-7274-41d4-898d-673b7c60db69,9,4,2019-09-14 05:28:11.620275-05,cancelled_rider
0a61cead-ea8f-4bcf-9ec9-b5eb3af679c3,6,3,2020-06-17 19:30:45.210675-05,cancelled_driver
08d4f3c7-cc30-4b2e-9052-834438486090,3,1,2019-12-18 00:48:54.685875-05,delivered
f8793a75-c9f5-4c70-90ad-130bf4098d5c,18,4,2019-10-26 15:10:26.337075-05,delivered
79affe57-735f-4a26-b6da-6d8d35ca1a25,11,3,2019-09-19 06:02:06.858675-05,delivered
b25dc146-81d2-47a4-91a8-a82a87ce7656,9,2,2020-03-01 09:34:34.228275-05,cancelled_driver
9372fd22-d8fe-43d5-8f2c-1411831f10e4,17,5,2020-02-01 18:32:31.540275-05,delivered
cf9c85b2-0251-430f-98d2-4e19f7b49c41,16,4,2019-12-10 15:12:32.740275-05,cancelled_driver
